"x"	"family"	"TRY30_PhylogeneticGroup.y"	"leafNa"
"3157"	"Dalbergia miscolobium"	"Leguminosae"	"Angiosperm"	2.28499999920901
"3161"	"Dalbergia retusa"	"Leguminosae"	"Angiosperm"	3.14000000025069
"3162"	"Dalbergia sissoo"	"Leguminosae"	"Angiosperm"	2.09000000004866
"3165"	"Dalea formosa"	"Leguminosae"	"Angiosperm"	3.7500000000663
"3166"	"Damnacanthus indicus"	"Rubiaceae"	"Angiosperm"	0.510000000134521
"3170"	"Daniellia oliveri"	"Leguminosae"	"Angiosperm"	1.73499999930804
"3179"	"Daphne gnidium"	"Thymelaeaceae"	"Angiosperm"	1.71000000083009
"3181"	"Daphne mezereum"	"Thymelaeaceae"	"Angiosperm"	1.06999999949302
"3190"	"Daphniphyllum macropodum"	"Daphniphyllaceae"	"Angiosperm"	1.52499999990945
"3192"	"Daphniphyllum pentandrum"	"Daphniphyllaceae"	"Angiosperm"	1.11999999965616
"3196"	"Daphnopsis philippiana"	"Thymelaeaceae"	"Angiosperm"	2.25999999935772
"3197"	"Darlingia darlingiana"	"Proteaceae"	"Angiosperm"	1.71000000083009
"3200"	"Dasiphora fruticosa"	"Rosaceae"	"Angiosperm"	1.3350000001973
"3203"	"Dasyphyllum diacanthoides"	"Compositae"	"Angiosperm"	1.5899999996309
"3208"	"Daviesia latifolia"	"Leguminosae"	"Angiosperm"	4.659999999359
"3214"	"Davilla nitida"	"Dilleniaceae"	"Angiosperm"	1.13500000007563
"3215"	"Davilla rugosa"	"Dilleniaceae"	"Angiosperm"	2.32000000074653
"3222"	"Dehaasia firma"	"Lauraceae"	"Angiosperm"	1.75999999991189
"3226"	"Deinbollia oblongifolia"	"Sapindaceae"	"Angiosperm"	1.93999999985404
"3228"	"Delissea rhytidosperma"	"Campanulaceae"	"Angiosperm"	1.67999999930252
"3229"	"Dendrobangia boliviana"	"Cardiopteridaceae"	"Angiosperm"	1.88999999986477
"3230"	"Dendrobangia multinervia"	"Cardiopteridaceae"	"Angiosperm"	0.939999999735002
"3232"	"Dendromecon rigida"	"Papaveraceae"	"Angiosperm"	4.88000000065853
"3233"	"Dendropanax arboreus"	"Araliaceae"	"Angiosperm"	1.28000000008765
"3234"	"Dendropanax caucanus"	"Araliaceae"	"Angiosperm"	1.29999999939226
"3236"	"Dendropanax querceti"	"Araliaceae"	"Angiosperm"	1.07999999985298
"3242"	"Desmopsis panamensis"	"Annonaceae"	"Angiosperm"	1.4200000005493
"3244"	"Detarium senegalense"	"Leguminosae"	"Angiosperm"	2.50999999963933
"3248"	"Deutzia parviflora"	"Hydrangeaceae"	"Angiosperm"	0.389999999944794
"3252"	"Dialium corbisieri"	"Leguminosae"	"Angiosperm"	1.96499999936879
"3255"	"Dialium excelsum"	"Leguminosae"	"Angiosperm"	1.5899999996309
"3256"	"Dialium guianense"	"Leguminosae"	"Angiosperm"	1.48000000033149
"3259"	"Dialium indum"	"Leguminosae"	"Angiosperm"	1.69999999989431
"3261"	"Dialium pachyphyllum"	"Leguminosae"	"Angiosperm"	1.82499999993712
"3265"	"Dialium schlechteri"	"Leguminosae"	"Angiosperm"	2.76999999944809
"3267"	"Diastella divaricata"	"Proteaceae"	"Angiosperm"	1.32000000053027
"3270"	"Dichapetalum spruceanum"	"Dichapetalaceae"	"Angiosperm"	2.029999999891
"3272"	"Dichroa febrifuga"	"Hydrangeaceae"	"Angiosperm"	1.31500000048691
"3273"	"Dichrostachys cinerea"	"Leguminosae"	"Angiosperm"	2.5800000001715
"3275"	"Dicorynia guianensis"	"Leguminosae"	"Angiosperm"	2.35999999991146
"3292"	"Dillenia excelsa"	"Dilleniaceae"	"Angiosperm"	0.810000000255679
"3294"	"Dillenia indica"	"Dilleniaceae"	"Angiosperm"	1.0199999996979
"3308"	"Dillenia suffruticosa"	"Dilleniaceae"	"Angiosperm"	1.71000000083009
"3311"	"Dillwynia retorta"	"Leguminosae"	"Angiosperm"	2.36999999965152
"3314"	"Dilodendron costaricense"	"Sapindaceae"	"Angiosperm"	2.55999999874183
"3337"	"Diospyros artanthifolia"	"Ebenaceae"	"Angiosperm"	1.77999999945889
"3340"	"Diospyros barteri"	"Ebenaceae"	"Angiosperm"	1.52999999938135
"3348"	"Diospyros capreifolia"	"Ebenaceae"	"Angiosperm"	1.70500000045101
"3349"	"Diospyros carbonaria"	"Ebenaceae"	"Angiosperm"	1.79500000010727
"3350"	"Diospyros cauliflora"	"Ebenaceae"	"Angiosperm"	1.32000000053027
"3354"	"Diospyros crassiflora"	"Ebenaceae"	"Angiosperm"	2.01999999916551
"3355"	"Diospyros curranii"	"Ebenaceae"	"Angiosperm"	0.419999999875984
"3357"	"Diospyros dichroa"	"Ebenaceae"	"Angiosperm"	2.39000000013523
"3358"	"Diospyros dichrophylla"	"Ebenaceae"	"Angiosperm"	1.90500000080264
"3365"	"Diospyros ekodul"	"Ebenaceae"	"Angiosperm"	1.91999999992379
"3366"	"Diospyros elliptifolia"	"Ebenaceae"	"Angiosperm"	1.66999999928413
"3367"	"Diospyros eriantha"	"Ebenaceae"	"Angiosperm"	1.10500000003346
"3372"	"Diospyros fusiformis"	"Ebenaceae"	"Angiosperm"	1.9700000004927
"3377"	"Diospyros hasseltii"	"Ebenaceae"	"Angiosperm"	1.22999999952728
"3383"	"Diospyros japonica"	"Ebenaceae"	"Angiosperm"	1.1599999998628
"3386"	"Diospyros kirkii"	"Ebenaceae"	"Angiosperm"	6.3199999989966
"3395"	"Diospyros lotus"	"Ebenaceae"	"Angiosperm"	1.15500000003031
"3398"	"Diospyros maingayi"	"Ebenaceae"	"Angiosperm"	1.0199999996979
"3399"	"Diospyros malabarica"	"Ebenaceae"	"Angiosperm"	1.63000000029557
"3404"	"Diospyros melanoxylon"	"Ebenaceae"	"Angiosperm"	1.52000000021556
"3405"	"Diospyros mespiliformis"	"Ebenaceae"	"Angiosperm"	6.82000000098637
"3408"	"Diospyros morrisiana"	"Ebenaceae"	"Angiosperm"	0.78000000023283
"3410"	"Diospyros natalensis"	"Ebenaceae"	"Angiosperm"	1.14999999956857
"3412"	"Diospyros nigrocortex"	"Ebenaceae"	"angiosperm"	0.929999999846397
"3413"	"Diospyros nutans"	"Ebenaceae"	"Angiosperm"	1.8099999994973
"3424"	"Diospyros piscatoria"	"Ebenaceae"	"Angiosperm"	2.76500000007107
"3428"	"Diospyros pseudoxylopia"	"Ebenaceae"	"Angiosperm"	0.950000000368173
"3431"	"Diospyros quiloensis"	"Ebenaceae"	"Angiosperm"	9.18000000337458
"3434"	"Diospyros sandwicensis"	"Ebenaceae"	"Angiosperm"	1.95999999952485
"3438"	"Diospyros simaloerensis"	"Ebenaceae"	"Angiosperm"	3.24000000063427
"3440"	"Diospyros subrotata"	"Ebenaceae"	"Angiosperm"	1.32999999968923
"3443"	"Diospyros tetrasperma"	"Ebenaceae"	"Angiosperm"	3.19000000064836
"3444"	"Diospyros texana"	"Ebenaceae"	"Angiosperm"	2.58500000010239
"3451"	"Diospyros venosa"	"Ebenaceae"	"Angiosperm"	1.88999999986477
"3452"	"Diospyros virginiana"	"Ebenaceae"	"Angiosperm"	0.925000000434483
"3454"	"Diospyros whyteana"	"Ebenaceae"	"Angiosperm"	1.29999999939226
"3456"	"Diospyros yunnanensis"	"Ebenaceae"	"angiosperm"	0.739999999840102
"3458"	"Diphysa carthagenensis"	"Leguminosae"	"Angiosperm"	1.90999999988819
"3460"	"Diploglottis cunninghamii"	"Sapindaceae"	"Angiosperm"	1.26000000004613
"3464"	"Diploon cuspidatum"	"Sapotaceae"	"Angiosperm"	1.87000000024965
"3467"	"Diplostephium rupestre"	"Compositae"	"Angiosperm"	3.46500000124093
"3470"	"Dipterocarpus acutangulus"	"Dipterocarpaceae"	"Angiosperm"	0.609999999887016
"3472"	"Dipterocarpus applanatus"	"Dipterocarpaceae"	"Angiosperm"	1.61500000052549
"3476"	"Dipterocarpus caudiferus"	"Dipterocarpaceae"	"Angiosperm"	1.88999999986477
"3491"	"Dipterocarpus globosus"	"Dipterocarpaceae"	"Angiosperm"	1.0499999998221
"3493"	"Dipterocarpus grandiflorus"	"Dipterocarpaceae"	"Angiosperm"	2.06499999914716
"3497"	"Dipterocarpus intricatus"	"Dipterocarpaceae"	"Angiosperm"	2.46000000013709
"3506"	"Dipterocarpus retusus"	"Dipterocarpaceae"	"Angiosperm"	2.06000000040893
"3510"	"Dipterocarpus stellatus"	"Dipterocarpaceae"	"Angiosperm"	1.95000000082747
"3511"	"Dipterocarpus sublamellatus"	"Dipterocarpaceae"	"Angiosperm"	2.19000000037578
"3513"	"Dipterocarpus tuberculatus"	"Dipterocarpaceae"	"Angiosperm"	1.98000000058124
"3514"	"Dipterocarpus turbinatus"	"Dipterocarpaceae"	"Angiosperm"	1.91999999992379
"3518"	"Dipteryx alata"	"Leguminosae"	"Angiosperm"	2.69999999997223
"3520"	"Dipteryx micrantha"	"Leguminosae"	"Angiosperm"	1.98499999972378
"3521"	"Dipteryx odorata"	"Leguminosae"	"Angiosperm"	2.48999999881323
"3522"	"Dipteryx oleifera"	"Leguminosae"	"Angiosperm"	1.8600000005113
"3524"	"Dipteryx punctata"	"Leguminosae"	"Angiosperm"	3.06000000010927
"3525"	"Dirca occidentalis"	"Thymelaeaceae"	"Angiosperm"	1.4499999993729
"3528"	"Discoglypremna caloneura"	"Euphorbiaceae"	"Angiosperm"	2.22999999894738
"3529"	"Discophora guianensis"	"Stemonuraceae"	"Angiosperm"	1.08999999973725
"3535"	"Distylium myricoides"	"Hamamelidaceae"	"Angiosperm"	1.1599999998628
"3540"	"Dodonaea viscosa"	"Sapindaceae"	"angiosperm"	2.660000000549
"3546"	"Dodonaea triquetra"	"Sapindaceae"	"Angiosperm"	1.80500000038836
"3547"	"Dodonaea viscosa"	"Sapindaceae"	"Angiosperm"	2.50999999963933
"3550"	"Doliocarpus dentatus"	"Dilleniaceae"	"Angiosperm"	1.63000000029557
"3555"	"Dombeya rotundifolia"	"Malvaceae"	"Angiosperm"	2.19000000037578
"3558"	"Dorycnium spectabile"	"Leguminosae"	"Angiosperm"	2.9499999989624
"3559"	"Doryphora aromatica"	"Atherospermataceae"	"Angiosperm"	2.01999999916551
"3561"	"Dovyalis caffra"	"Salicaceae"	"Angiosperm"	1.63000000029557
"3562"	"Dovyalis longispina"	"Salicaceae"	"Angiosperm"	2.31000000107715
"3568"	"Dracophyllum longifolium"	"Ericaceae"	"Angiosperm"	1.4000000005303
"3570"	"Dracophyllum pronum"	"Ericaceae"	"Angiosperm"	1.83000000026841
"3571"	"Dracophyllum prostratum"	"Ericaceae"	"Angiosperm"	1.20000000024725
"3572"	"Dracophyllum uniflorum"	"Ericaceae"	"Angiosperm"	1.63000000029557
"3579"	"Drimys winteri"	"Winteraceae"	"Angiosperm"	1.48000000033149
"3585"	"Dryandra nivea"	"Proteaceae"	"Angiosperm"	1.84999999983307
"3592"	"Dryobalanops lanceolata"	"Dipterocarpaceae"	"Angiosperm"	3.22000000142866
"3595"	"Dryobalanops sumatrensis"	"Dipterocarpaceae"	"Angiosperm"	2.5200000012012
"3596"	"Drypetes amazonica"	"Putranjivaceae"	"Angiosperm"	1.42500000039813
"3601"	"Drypetes gentryi"	"Putranjivaceae"	"Angiosperm"	2.33000000098417
"3603"	"Drypetes glauca"	"Putranjivaceae"	"Angiosperm"	1.55000000010671
"3605"	"Drypetes gossweileri"	"Putranjivaceae"	"Angiosperm"	2.46000000013709
"3613"	"Drypetes natalensis"	"Putranjivaceae"	"Angiosperm"	1.88999999986477
"3620"	"Drypetes standleyi"	"Putranjivaceae"	"Angiosperm"	1.45500000054787
"3624"	"Drypetes variabilis"	"Putranjivaceae"	"Angiosperm"	2.09000000004866
"3625"	"Duabanga grandiflora"	"Lythraceae"	"Angiosperm"	1.2200000003109
"3627"	"Dubautia ciliolata"	"Compositae"	"Angiosperm"	1.40999999944999
"3628"	"Dubautia knudsenii"	"Compositae"	"Angiosperm"	0.899999999692044
"3629"	"Dubautia laevigata"	"Compositae"	"Angiosperm"	1.88000000029731
"3630"	"Dubautia laxa"	"Compositae"	"Angiosperm"	1.34000000004982
"3631"	"Dubautia linearis"	"Compositae"	"Angiosperm"	1.44000000059341
"3632"	"Dubautia paleata"	"Compositae"	"Angiosperm"	1.20000000024725
"3633"	"Dubautia plantaginea"	"Compositae"	"Angiosperm"	1.43499999969638
"3634"	"Dubautia platyphylla"	"Compositae"	"Angiosperm"	1.739999999606
"3635"	"Dubautia scabra"	"Compositae"	"Angiosperm"	0.65500000022721
"3640"	"Duguetia cadaverica"	"Annonaceae"	"Angiosperm"	1.80000000017619
"3641"	"Duguetia calycina"	"Annonaceae"	"Angiosperm"	1.80000000017619
"3645"	"Duguetia echinophora"	"Annonaceae"	"Angiosperm"	2.08000000059649
"3646"	"Duguetia furfuracea"	"Annonaceae"	"Angiosperm"	3.16000000126773
"3647"	"Duguetia hadrantha"	"Annonaceae"	"Angiosperm"	1.75000000011301
"3652"	"Duguetia quitarensis"	"Annonaceae"	"Angiosperm"	1.4499999993729
"3654"	"Duguetia spixiana"	"Annonaceae"	"Angiosperm"	1.56999999943446
"3657"	"Duguetia surinamensis"	"Annonaceae"	"Angiosperm"	2.65000000000495
"3659"	"Dulacia candida"	"Olacaceae"	"Angiosperm"	1.52000000021556
"3660"	"Dulacia guianensis"	"Olacaceae"	"Angiosperm"	2.48999999881323
"3678"	"Duroia aquatica"	"Rubiaceae"	"Angiosperm"	1.88000000029731
"3679"	"Duroia eriopila"	"Rubiaceae"	"Angiosperm"	0.774999999712312
"3681"	"Duroia hirsuta"	"Rubiaceae"	"Angiosperm"	1.22999999952728
"3685"	"Dussia discolor"	"Leguminosae"	"Angiosperm"	1.75000000011301
"3687"	"Dussia macroprophyllata"	"Leguminosae"	"Angiosperm"	2.40500000106367
"3688"	"Dussia mexicana"	"Leguminosae"	"Angiosperm"	1.29499999980381
"3689"	"Dussia tessmannii"	"Leguminosae"	"Angiosperm"	1.28000000008765
"3708"	"Dysoxylum papuanum"	"Meliaceae"	"Angiosperm"	2.660000000549
"3714"	"Dystovomita paniculata"	"Clusiaceae"	"Angiosperm"	1.22999999952728
"3715"	"Ecclinusa guianensis"	"Sapotaceae"	"Angiosperm"	1.17000000022269
"3716"	"Ecclinusa lanceolata"	"Sapotaceae"	"Angiosperm"	1.91999999992379
"3718"	"Ecclinusa ramiflora"	"Sapotaceae"	"Angiosperm"	1.58499999947815
"3726"	"Ehretia rigida"	"Boraginaceae"	"Angiosperm"	1.98000000058124
"3729"	"Ekebergia capensis"	"Meliaceae"	"Angiosperm"	1.69500000028406
"3731"	"Elaeagnus angustifolia"	"Elaeagnaceae"	"Angiosperm"	3.62499999888844
"3736"	"Elaeagnus pungens"	"Elaeagnaceae"	"Angiosperm"	2.41000000119882
"3737"	"Elaeagnus rhamnoides"	"Elaeagnaceae"	"Angiosperm"	2.57000000023868
"3738"	"Elaeagnus umbellata"	"Elaeagnaceae"	"Angiosperm"	1.10000000021524
"3741"	"Elaeocarpus angustifolius"	"Elaeocarpaceae"	"Angiosperm"	2.34999999963324
"3744"	"Elaeocarpus bifidus"	"Elaeocarpaceae"	"Angiosperm"	1.1599999998628
"3745"	"Elaeocarpus chinensis"	"Elaeocarpaceae"	"Angiosperm"	1.26999999940247
"3747"	"Elaeocarpus dentatus"	"Elaeocarpaceae"	"Angiosperm"	1.47000000030775
"3753"	"Elaeocarpus glaber"	"Elaeocarpaceae"	"Angiosperm"	1.28999999951808
"3754"	"Elaeocarpus glabripetalus"	"Elaeocarpaceae"	"Angiosperm"	0.819999999773547
"3756"	"Elaeocarpus japonicus"	"Elaeocarpaceae"	"Angiosperm"	0.899999999692044
"3760"	"Elaeocarpus largiflorens"	"Elaeocarpaceae"	"Angiosperm"	2.14999999969992
"3765"	"Elaeocarpus mutabilis"	"Elaeocarpaceae"	"Angiosperm"	1.59499999962229
"3773"	"Elaeocarpus reticulatus"	"Elaeocarpaceae"	"Angiosperm"	0.7549999997985
"3779"	"Elaeocarpus sylvestris"	"Elaeocarpaceae"	"Angiosperm"	1.5899999996309
"3783"	"Elaeoluma glabrescens"	"Sapotaceae"	"Angiosperm"	1.1399999995367
"3784"	"Elateriospermum tapos"	"Euphorbiaceae"	"Angiosperm"	1.95999999952485
"3789"	"Eleutherococcus senticosus"	"Araliaceae"	"Angiosperm"	0.520000000211465
"3790"	"Eleutherococcus trifoliatus"	"Araliaceae"	"Angiosperm"	0.129999999938452
"3795"	"Embothrium coccineum"	"Proteaceae"	"Angiosperm"	1.61999999960425
"3797"	"Emmotum fagifolium"	"Icacinaceae"	"Angiosperm"	1.52999999938135
"3798"	"Emmotum floribundum"	"Icacinaceae"	"Angiosperm"	1.46499999931287
"3800"	"Encelia farinosa"	"Compositae"	"Angiosperm"	2.90499999911724
"3807"	"Endiandra clavigera"	"Lauraceae"	"Angiosperm"	1.69000000010988
"3821"	"Endiandra leptodendron"	"Lauraceae"	"Angiosperm"	2.19000000037578
"3834"	"Endlicheria bracteata"	"Lauraceae"	"Angiosperm"	1.49000000006352
"3838"	"Endlicheria formosa"	"Lauraceae"	"Angiosperm"	1.72000000030038
"3839"	"Endlicheria krukovii"	"Lauraceae"	"Angiosperm"	1.34000000004982
"3840"	"Endlicheria metallica"	"Lauraceae"	"Angiosperm"	1.5899999996309
"3843"	"Endlicheria sericea"	"Lauraceae"	"Angiosperm"	2.09000000004866
"3844"	"Endlicheria tessmannii"	"Lauraceae"	"Angiosperm"	1.739999999606
"3845"	"Endlicheria tschudyana"	"Lauraceae"	"Angiosperm"	1.4499999993729
"3851"	"Endospermum diadenum"	"Euphorbiaceae"	"Angiosperm"	2.08000000059649
"3857"	"Engelhardia serrata"	"Juglandaceae"	"Angiosperm"	0.78000000023283
"3859"	"Engelhardtia roxburghiana"	"Juglandaceae"	"Angiosperm"	1.66499999928004
"3862"	"Englerophytum natalense"	"Sapotaceae"	"Angiosperm"	1.70500000045101
"3867"	"Entada polystachya"	"Leguminosae"	"Angiosperm"	1.84999999983307
"3869"	"Entandrophragma candollei"	"Meliaceae"	"Angiosperm"	1.55500000057349
"3873"	"Entandrophragma utile"	"Meliaceae"	"Angiosperm"	1.55000000010671
"3876"	"Enterolobium cyclocarpum"	"Leguminosae"	"Angiosperm"	2.13999999992775
"3880"	"Enterolobium schomburgkii"	"Leguminosae"	"Angiosperm"	4.41999999960394
"3883"	"Epacris lanuginosa"	"Ericaceae"	"Angiosperm"	1.55000000010671
"3888"	"Epacris pulchella"	"Ericaceae"	"Angiosperm"	1.739999999606
"3889"	"Eperua falcata"	"Leguminosae"	"Angiosperm"	1.739999999606
"3890"	"Eperua grandiflora"	"Leguminosae"	"Angiosperm"	1.93999999985404
"3892"	"Eperua leucantha"	"Leguminosae"	"Angiosperm"	1.06999999949302
"3893"	"Eperua purpurea"	"Leguminosae"	"Angiosperm"	0.980000000311169
"3895"	"Ephedra distachya"	"Ephedraceae"	"Gymnosperm"	3.73000000128415
"3904"	"Eremaea pauciflora"	"Myrtaceae"	"Angiosperm"	2.30000000014926
"3908"	"Eremophila deserti"	"Scrophulariaceae"	"Angiosperm"	3.48999999925197
"3915"	"Eremophila longifolia"	"Scrophulariaceae"	"Angiosperm"	3.48000000074339
"3918"	"Eremophila mitchellii"	"Scrophulariaceae"	"Angiosperm"	3.32000000023772
"3921"	"Eremophila scoparia"	"Scrophulariaceae"	"Angiosperm"	4.32999999993766
"3925"	"Ericameria linearifolia"	"Compositae"	"Angiosperm"	0.219999999918551
"3926"	"Ericameria nauseosa"	"Compositae"	"Angiosperm"	2.35999999991146
"3932"	"Eriodictyon californicum"	"Boraginaceae"	"Angiosperm"	2.80999999902871
"3933"	"Eriodictyon traskiae"	"Boraginaceae"	"Angiosperm"	5.8299999978872
"3940"	"Eriostemon australasius"	"Rutaceae"	"Angiosperm"	2.09000000004866
"3942"	"Eriostemon difformis"	"Rutaceae"	"Angiosperm"	4.06000000156862
"3946"	"Eriotheca globosa"	"Malvaceae"	"Angiosperm"	1.14999999956857
"3954"	"Erisma calcaratum"	"Vochysiaceae"	"Angiosperm"	1.56999999943446
"3955"	"Erisma floribundum"	"Vochysiaceae"	"Angiosperm"	1.48000000033149
"3958"	"Erisma uncinatum"	"Vochysiaceae"	"Angiosperm"	2.0400000002935
"3963"	"Erythrina amazonica"	"Leguminosae"	"Angiosperm"	1.14999999956857
"3965"	"Erythrina costaricensis"	"Leguminosae"	"Angiosperm"	0.789999999621645
"3970"	"Erythrina flabelliformis"	"Leguminosae"	"Angiosperm"	1.40999999944999
"3971"	"Erythrina folkersii"	"Leguminosae"	"Angiosperm"	1.34999999939204
"3972"	"Erythrina fusca"	"Leguminosae"	"Angiosperm"	2.35999999991146
"3976"	"Erythrina poeppigiana"	"Leguminosae"	"Angiosperm"	3.65000000148044
"3981"	"Erythrina ulei"	"Leguminosae"	"Angiosperm"	0.750000000338836
"3984"	"Erythrochiton fallax"	"Rutaceae"	"Angiosperm"	1.88000000029731
"3985"	"Erythrophleum africanum"	"Leguminosae"	"Angiosperm"	2.62999999950116
"3986"	"Erythrophleum chlorostachys"	"Leguminosae"	"Angiosperm"	2.17000000097136
"3987"	"Erythrophleum fordii"	"Leguminosae"	"Angiosperm"	1.65000000014439
"3988"	"Erythrophleum lasianthum"	"Leguminosae"	"Angiosperm"	3.33000000002547
"3989"	"Erythrophleum suaveolens"	"Leguminosae"	"Angiosperm"	1.72499999916627
"3995"	"Erythroxylum cumanense"	"Erythroxylaceae"	"Angiosperm"	2.06999999942603
"3999"	"Erythroxylum densum"	"Erythroxylaceae"	"Angiosperm"	1.84499999909136
"4002"	"Erythroxylum emarginatum"	"Erythroxylaceae"	"Angiosperm"	1.87000000024965
"4003"	"Erythroxylum gracilipes"	"Erythroxylaceae"	"Angiosperm"	1.17000000022269
"4006"	"Erythroxylum macrophyllum"	"Erythroxylaceae"	"Angiosperm"	1.90999999988819
"4008"	"Erythroxylum orinocense"	"Erythroxylaceae"	"Angiosperm"	1.39499999961871
"4009"	"Erythroxylum panamense"	"Erythroxylaceae"	"Angiosperm"	1.06999999949302
"4011"	"Erythroxylum squamatum"	"Erythroxylaceae"	"Angiosperm"	1.22999999952728
"4021"	"Eschweilera albiflora"	"Lecythidaceae"	"Angiosperm"	2.01999999916551
"4024"	"Eschweilera andina"	"Lecythidaceae"	"Angiosperm"	1.77000000073324
"4026"	"Eschweilera bracteosa"	"Lecythidaceae"	"Angiosperm"	2.25999999935772
"4029"	"Eschweilera congestiflora"	"Lecythidaceae"	"Angiosperm"	2.660000000549
"4030"	"Eschweilera coriacea"	"Lecythidaceae"	"Angiosperm"	2.18000000043383
"4032"	"Eschweilera decolorans"	"Lecythidaceae"	"Angiosperm"	2.60999999912669
"4033"	"Eschweilera gigantea"	"Lecythidaceae"	"Angiosperm"	1.59999999960682
"4034"	"Eschweilera grandiflora"	"Lecythidaceae"	"Angiosperm"	2.22999999894738
"4035"	"Eschweilera itayensis"	"Lecythidaceae"	"Angiosperm"	1.34000000004982
"4037"	"Eschweilera juruensis"	"Lecythidaceae"	"Angiosperm"	2.63999999958229
"4039"	"Eschweilera micrantha"	"Lecythidaceae"	"Angiosperm"	2.24000000029804
"4042"	"Eschweilera parviflora"	"Lecythidaceae"	"Angiosperm"	2.33499999971779
"4043"	"Eschweilera parvifolia"	"Lecythidaceae"	"Angiosperm"	2.46000000013709
"4044"	"Eschweilera pedicellata"	"Lecythidaceae"	"Angiosperm"	1.55999999959214
"4049"	"Eschweilera rufifolia"	"Lecythidaceae"	"Angiosperm"	2.12499999920019
"4050"	"Eschweilera sagotiana"	"Lecythidaceae"	"Angiosperm"	2.59999999992867
"4052"	"Eschweilera simiorum"	"Lecythidaceae"	"Angiosperm"	2.36999999965152
"4056"	"Eschweilera tessmannii"	"Lecythidaceae"	"Angiosperm"	2.39000000013523
"4059"	"Esenbeckia amazonica"	"Rutaceae"	"Angiosperm"	1.72000000030038
"4065"	"Eucalyptus accedens"	"Myrtaceae"	"Angiosperm"	1.32000000053027
"4081"	"Eucalyptus baxteri"	"Myrtaceae"	"Angiosperm"	2.04999999969185
"4082"	"Eucalyptus behriana"	"Myrtaceae"	"Angiosperm"	3.59499999937803
"4089"	"Eucalyptus brevifolia"	"Myrtaceae"	"Angiosperm"	2.5200000012012
"4090"	"Eucalyptus bridgesiana"	"Myrtaceae"	"Angiosperm"	1.1449999999929
"4096"	"Eucalyptus camaldulensis"	"Myrtaceae"	"Angiosperm"	1.61500000052549
"4107"	"Eucalyptus cladocalyx"	"Myrtaceae"	"Angiosperm"	2.88999999964066
"4108"	"Eucalyptus clelandii"	"Myrtaceae"	"Angiosperm"	4.11000000202153
"4114"	"Eucalyptus coolabah"	"Myrtaceae"	"Angiosperm"	2.32000000074653
"4126"	"Eucalyptus delegatensis"	"Myrtaceae"	"Angiosperm"	1.53999999934467
"4129"	"Eucalyptus diversifolia"	"Myrtaceae"	"Angiosperm"	2.11499999894622
"4132"	"Eucalyptus dumosa"	"Myrtaceae"	"Angiosperm"	2.97000000055061
"4137"	"Eucalyptus elata"	"Myrtaceae"	"Angiosperm"	0.72500000009241
"4147"	"Eucalyptus fibrosa"	"Myrtaceae"	"Angiosperm"	2.09000000004866
"4150"	"Eucalyptus foecunda"	"Myrtaceae"	"Angiosperm"	3.28500000020835
"4156"	"Eucalyptus globulus"	"Myrtaceae"	"Angiosperm"	1.94499999986305
"4161"	"Eucalyptus goniocalyx"	"Myrtaceae"	"Angiosperm"	2.45000000108624
"4163"	"Eucalyptus grandis"	"Myrtaceae"	"Angiosperm"	1.1599999998628
"4167"	"Eucalyptus haemastoma"	"Myrtaceae"	"Angiosperm"	2.90000000002196
"4169"	"Eucalyptus incrassata"	"Myrtaceae"	"Angiosperm"	3.48999999925197
"4170"	"Eucalyptus intertexta"	"Myrtaceae"	"Angiosperm"	3.13000000140205
"4178"	"Eucalyptus leucoxylon"	"Myrtaceae"	"Angiosperm"	3.06000000010927
"4185"	"Eucalyptus macrorhyncha"	"Myrtaceae"	"Angiosperm"	2.54999999956565
"4188"	"Eucalyptus mannifera"	"Myrtaceae"	"Angiosperm"	1.1399999995367
"4194"	"Eucalyptus microcarpa"	"Myrtaceae"	"Angiosperm"	2.24499999956398
"4197"	"Eucalyptus miniata"	"Myrtaceae"	"Angiosperm"	2.06499999914716
"4204"	"Eucalyptus obliqua"	"Myrtaceae"	"Angiosperm"	2.16000000065648
"4218"	"Eucalyptus paniculata"	"Myrtaceae"	"Angiosperm"	1.29999999939226
"4221"	"Eucalyptus pauciflora"	"Myrtaceae"	"Angiosperm"	2.13999999992775
"4231"	"Eucalyptus polyanthemos"	"Myrtaceae"	"Angiosperm"	1.89500000088233
"4233"	"Eucalyptus populnea"	"Myrtaceae"	"Angiosperm"	3.82000000145739
"4236"	"Eucalyptus pruinosa"	"Myrtaceae"	"Angiosperm"	2.80999999902871
"4240"	"Eucalyptus racemosa"	"Myrtaceae"	"Angiosperm"	1.49500000023524
"4241"	"Eucalyptus radiata"	"Myrtaceae"	"Angiosperm"	1.72000000030038
"4247"	"Eucalyptus robusta"	"Myrtaceae"	"Angiosperm"	2.5800000001715
"4252"	"Eucalyptus salmonophloia"	"Myrtaceae"	"Angiosperm"	3.24000000063427
"4253"	"Eucalyptus salubris"	"Myrtaceae"	"Angiosperm"	3.24999999888965
"4259"	"Eucalyptus sideroxylon"	"Myrtaceae"	"Angiosperm"	3.30499999899644
"4263"	"Eucalyptus socialis"	"Myrtaceae"	"Angiosperm"	3.70500000093347
"4270"	"Eucalyptus tectifica"	"Myrtaceae"	"Angiosperm"	2.17500000099909
"4277"	"Eucalyptus tetrodonta"	"Myrtaceae"	"Angiosperm"	1.66999999928413
