"x"	"family"	"TRY30_PhylogeneticGroup.y"	"leafNa"
"1"	"Abarema adenophora"	"Leguminosae"	"Angiosperm"	2.22999999894738
"4"	"Abarema jupunba"	"Leguminosae"	"Angiosperm"	1.7150000006553
"5"	"Abarema laeta"	"Leguminosae"	"Angiosperm"	2.33000000098417
"6"	"Abarema macradenia"	"Leguminosae"	"Angiosperm"	2.83999999950835
"7"	"Abarema mataybifolia"	"Leguminosae"	"Angiosperm"	2.42999999914353
"10"	"Abelia biflora"	"Caprifoliaceae"	"Angiosperm"	0.959999999539445
"12"	"Abies alba"	"Pinaceae"	"Gymnosperm"	2.14499999918494
"13"	"Abies amabilis"	"Pinaceae"	"Gymnosperm"	1.49000000006352
"14"	"Abies balsamea"	"Pinaceae"	"Gymnosperm"	1.99499999931806
"16"	"Abies cephalonica"	"Pinaceae"	"Gymnosperm"	1.94499999986305
"19"	"Abies concolor"	"Pinaceae"	"Gymnosperm"	3.80000000101711
"23"	"Abies firma"	"Pinaceae"	"Gymnosperm"	1.79000000026373
"26"	"Abies grandis"	"Pinaceae"	"Gymnosperm"	2.00999999985732
"32"	"Abies lasiocarpa"	"Pinaceae"	"Gymnosperm"	4.06000000156862
"36"	"Abies nephrolepis"	"Pinaceae"	"Gymnosperm"	1.07999999985298
"41"	"Abies procera"	"Pinaceae"	"Gymnosperm"	2.29000000099352
"50"	"Abuta grandifolia"	"Menispermaceae"	"Angiosperm"	1.87499999920805
"51"	"Abuta racemosa"	"Menispermaceae"	"Angiosperm"	1.48000000033149
"53"	"Abutilon indicum"	"Malvaceae"	"Angiosperm"	0.770000000103494
"60"	"Acacia aneura"	"Leguminosae"	"Angiosperm"	2.43999999925553
"63"	"Acacia auriculiformis"	"Leguminosae"	"Angiosperm"	2.59999999992867
"67"	"Acacia bonariensis"	"Leguminosae"	"Angiosperm"	2.00000000088011
"68"	"Acacia brachystachya"	"Leguminosae"	"Angiosperm"	3.54999999827
"74"	"Acacia colei"	"Leguminosae"	"Angiosperm"	2.51500000112747
"75"	"Acacia colletioides"	"Leguminosae"	"Angiosperm"	6.47000000315213
"77"	"Acacia constricta"	"Leguminosae"	"Angiosperm"	4.25000000027062
"78"	"Acacia coriacea"	"Leguminosae"	"Angiosperm"	3.24999999888965
"83"	"Acacia cyclops"	"Leguminosae"	"Angiosperm"	3.76499999905176
"85"	"Acacia dealbata"	"Leguminosae"	"Angiosperm"	1.8600000005113
"90"	"Acacia dimidiata"	"Leguminosae"	"Angiosperm"	4.30000000129208
"91"	"Acacia doratoxylon"	"Leguminosae"	"Angiosperm"	4.77000000047581
"94"	"Acacia falcata"	"Leguminosae"	"Angiosperm"	2.53000000065924
"98"	"Acacia fleckii"	"Leguminosae"	"Angiosperm"	7.12999999696116
"99"	"Acacia floribunda"	"Leguminosae"	"Angiosperm"	2.90000000002196
"102"	"Acacia greggii"	"Leguminosae"	"Angiosperm"	3.16500000127822
"105"	"Acacia havilandiorum"	"Leguminosae"	"Angiosperm"	7.26000000118552
"107"	"Acacia hemiteles"	"Leguminosae"	"Angiosperm"	3.92000000077471
"109"	"Acacia holosericea"	"Leguminosae"	"Angiosperm"	5.44000000071889
"111"	"Acacia implexa"	"Leguminosae"	"Angiosperm"	2.34999999963324
"113"	"Acacia karroo"	"Leguminosae"	"Angiosperm"	2.40500000106367
"114"	"Acacia koa"	"Leguminosae"	"Angiosperm"	2.69999999997223
"117"	"Acacia lasiocarpa"	"Leguminosae"	"Angiosperm"	3.34000000003805
"123"	"Acacia mangium"	"Leguminosae"	"Angiosperm"	2.76999999944809
"124"	"Acacia mearnsii"	"Leguminosae"	"Angiosperm"	2.29500000111879
"125"	"Acacia melanoxylon"	"Leguminosae"	"Angiosperm"	2.51500000112747
"126"	"Acacia mimula"	"Leguminosae"	"Angiosperm"	4.43999999802805
"128"	"Acacia murrayana"	"Leguminosae"	"Angiosperm"	4.13000000011175
"129"	"Acacia myrtifolia"	"Leguminosae"	"Angiosperm"	2.38499999918837
"130"	"Acacia nilotica"	"Leguminosae"	"Angiosperm"	2.75000000088418
"136"	"Acacia oswaldii"	"Leguminosae"	"Angiosperm"	4.85000000024545
"157"	"Acacia rostellifera"	"Leguminosae"	"Angiosperm"	2.82000000014094
"167"	"Acacia suaveolens"	"Leguminosae"	"Angiosperm"	3.62999999899536
"169"	"Acacia terminalis"	"Leguminosae"	"Angiosperm"	2.47999999956131
"170"	"Acacia tetragonophylla"	"Leguminosae"	"Angiosperm"	2.43500000113336
"177"	"Acacia wilhelmiana"	"Leguminosae"	"Angiosperm"	3.07000000123075
"180"	"Acalypha caturus"	"Euphorbiaceae"	"Angiosperm"	1.89999999967245
"181"	"Acalypha cuneata"	"Euphorbiaceae"	"Angiosperm"	1.7750000001289
"182"	"Acalypha diversifolia"	"Euphorbiaceae"	"Angiosperm"	1.0499999998221
"183"	"Acalypha glabrata"	"Euphorbiaceae"	"Angiosperm"	1.95999999952485
"184"	"Acalypha macrostachya"	"Euphorbiaceae"	"Angiosperm"	1.27500000049675
"185"	"Acalypha skutchii"	"Euphorbiaceae"	"Angiosperm"	0.669999999730074
"186"	"Acamptopappus sphaerocephalus"	"Compositae"	"Angiosperm"	0.189999999966114
"188"	"Acanthosyris annonagustata"	"Santalaceae"	"Angiosperm"	2.57000000023868
"191"	"Acardium excelsum"	"Anacardiaceae"	"Angiosperm"	1.4499999993729
"193"	"Acer buergerianum"	"Sapindaceae"	"Angiosperm"	1.55000000010671
"195"	"Acer campbellii"	"Sapindaceae"	"Angiosperm"	0.970000000470167
"196"	"Acer campestre"	"Sapindaceae"	"Angiosperm"	1.36000000034277
"199"	"Acer caudatum"	"Sapindaceae"	"Angiosperm"	0.450000000097997
"201"	"Acer cordatum"	"Sapindaceae"	"Angiosperm"	0.934999999713376
"202"	"Acer davidii"	"Sapindaceae"	"Angiosperm"	0.859999999771742
"204"	"Acer granatense"	"Sapindaceae"	"Angiosperm"	1.84999999983307
"209"	"Acer japonicum"	"Sapindaceae"	"Angiosperm"	1.1300000003116
"210"	"Acer laurinum"	"Sapindaceae"	"Angiosperm"	0.989999999854966
"211"	"Acer macrophyllum"	"Sapindaceae"	"Angiosperm"	0.970000000470167
"212"	"Acer mandshuricum"	"Sapindaceae"	"Angiosperm"	0.785000000156787
"214"	"Acer monspessulanum"	"Sapindaceae"	"Angiosperm"	1.67999999930252
"215"	"Acer negundo"	"Sapindaceae"	"Angiosperm"	1.51000000026148
"218"	"Acer opalus"	"Sapindaceae"	"Angiosperm"	1.84999999983307
"219"	"Acer palmatum"	"Sapindaceae"	"Angiosperm"	0.855000000038797
"220"	"Acer pensylvanicum"	"Sapindaceae"	"Angiosperm"	0.380000000099448
"221"	"Acer pictum"	"Sapindaceae"	"Angiosperm"	0.665000000216978
"222"	"Acer platanoides"	"Sapindaceae"	"Angiosperm"	0.819999999773547
"223"	"Acer pseudoplatanus"	"Sapindaceae"	"Angiosperm"	1.40999999944999
"225"	"Acer rubrum"	"Sapindaceae"	"Angiosperm"	1.0199999996979
"227"	"Acer saccharum"	"Sapindaceae"	"Angiosperm"	0.870000000290152
"231"	"Acer tataricum"	"Sapindaceae"	"Angiosperm"	0.859999999771742
"232"	"Acer tegmentosum"	"Sapindaceae"	"Angiosperm"	0.495000000204656
"239"	"Acidoton nicaraguensis"	"Euphorbiaceae"	"Angiosperm"	0.840000000121613
"240"	"Acinodendron pohlianum"	"Melastomataceae"	"Angiosperm"	1.84499999909136
"252"	"Acosmium panamense"	"Leguminosae"	"Angiosperm"	3.20000000062182
"262"	"Acronychia pedunculata"	"Rutaceae"	"Angiosperm"	2.16000000065648
"270"	"Actinodaphne ambigua"	"Lauraceae"	"Angiosperm"	1.739999999606
"273"	"Actinodaphne glomerata"	"Lauraceae"	"Angiosperm"	0.970000000470167
"284"	"Adansonia digitata"	"Malvaceae"	"Angiosperm"	1.52999999938135
"287"	"Adelia triloba"	"Euphorbiaceae"	"Angiosperm"	1.1599999998628
"292"	"Adenocarpus foliolosus"	"Leguminosae"	"Angiosperm"	3.88000000141549
"294"	"Adenostoma fasciculatum"	"Rosaceae"	"Angiosperm"	3.41999999974516
"299"	"Adinandra acuminata"	"Pentaphylacaceae"	"Angiosperm"	0.699999999957113
"311"	"Adinandra milletii"	"Pentaphylacaceae"	"Angiosperm"	1.02999999975121
"317"	"Adinandra verrucosa"	"Pentaphylacaceae"	"Angiosperm"	1.8600000005113
"321"	"Aegiceras corniculatum"	"Primulaceae"	"Angiosperm"	1.99499999931806
"324"	"Aegiphila cordifolia"	"Lamiaceae"	"Angiosperm"	1.29999999939226
"325"	"Aegiphila costaricensis"	"Lamiaceae"	"Angiosperm"	0.665000000216978
"326"	"Aegiphila haughtii"	"Lamiaceae"	"Angiosperm"	0.959999999539445
"327"	"Aegiphila integrifolia"	"Lamiaceae"	"Angiosperm"	0.810000000255679
"329"	"Aegiphila lhotzkiana"	"Lamiaceae"	"angiosperm"	3.20000000062182
"330"	"Aegiphila panamensis"	"Lamiaceae"	"Angiosperm"	1.4200000005493
"334"	"Aegle marmelos"	"Rutaceae"	"Angiosperm"	1.89999999967245
"335"	"Aesculus californica"	"Sapindaceae"	"Angiosperm"	1.4499999993729
"339"	"Aesculus hippocastanum"	"Sapindaceae"	"Angiosperm"	1.24999999960724
"346"	"Aextoxicon punctatum"	"Aextoxicaceae"	"Angiosperm"	1.2200000003109
"347"	"Afrocarpus falcatus"	"Podocarpaceae"	"Gymnosperm"	2.53999999992267
"359"	"Agathis australis"	"Araucariaceae"	"Gymnosperm"	1.64000000026878
"366"	"Agathis robusta"	"Araucariaceae"	"Gymnosperm"	1.49000000006352
"372"	"Aglaia argentea"	"Meliaceae"	"Angiosperm"	2.12499999920019
"399"	"Aglaia tomentosa"	"Meliaceae"	"Angiosperm"	2.59000000074735
"401"	"Agonandra peruviana"	"Opiliaceae"	"Angiosperm"	2.7199999991625
"402"	"Agonandra silvatica"	"Opiliaceae"	"Angiosperm"	2.49499999949231
"406"	"Aidia canthioides"	"Rubiaceae"	"Angiosperm"	1.84999999983307
"407"	"Aidia cochinchinensis"	"Rubiaceae"	"Angiosperm"	1.36000000034277
"408"	"Aidia genipiflora"	"Rubiaceae"	"Angiosperm"	2.69999999997223
"412"	"Ailanthus altissima"	"Simaroubaceae"	"Angiosperm"	2.04999999969185
"414"	"Ailanthus fordii"	"Simaroubaceae"	"Angiosperm"	1.65999999938837
"415"	"Ailanthus integrifolia"	"Simaroubaceae"	"Angiosperm"	1.17999999943646
"417"	"Aiouea grandifolia"	"Lauraceae"	"Angiosperm"	1.32000000053027
"421"	"Alangium chinense"	"Cornaceae"	"Angiosperm"	1.65999999938837
"423"	"Alangium kurzii"	"Cornaceae"	"Angiosperm"	1.03999999984059
"432"	"Albizia adianthifolia"	"Leguminosae"	"Angiosperm"	2.54999999956565
"433"	"Albizia adinocephala"	"Leguminosae"	"Angiosperm"	2.87999999957418
"434"	"Albizia antunesiana"	"Leguminosae"	"Angiosperm"	3.8099999994719
"436"	"Albizia chinensis"	"Leguminosae"	"Angiosperm"	1.77999999945889
"438"	"Albizia ferruginea"	"Leguminosae"	"Angiosperm"	2.39999999915064
"441"	"Albizia guachapele"	"Leguminosae"	"Angiosperm"	2.55999999874183
"444"	"Albizia kalkora"	"Leguminosae"	"Angiosperm"	1.61999999960425
"447"	"Albizia lucidior"	"Leguminosae"	"angiosperm"	1.28000000008765
"449"	"Albizia niopoides"	"Leguminosae"	"Angiosperm"	2.0400000002935
"451"	"Albizia pedicellaris"	"Leguminosae"	"Angiosperm"	2.35999999991146
"464"	"Alchornea costaricensis"	"Euphorbiaceae"	"Angiosperm"	1.44000000059341
"466"	"Alchornea glandulosa"	"Euphorbiaceae"	"Angiosperm"	1.92500000050099
"469"	"Alchornea latifolia"	"Euphorbiaceae"	"Angiosperm"	1.00500000049141
"471"	"Alchornea trewioides"	"Euphorbiaceae"	"Angiosperm"	0.959999999539445
"472"	"Alchornea triplinervia"	"Euphorbiaceae"	"Angiosperm"	1.5899999996309
"473"	"Alchorneopsis floribunda"	"Euphorbiaceae"	"Angiosperm"	1.61999999960425
"484"	"Alexa wachenheimii"	"Leguminosae"	"Angiosperm"	2.1850000009886
"487"	"Alhagi sparsifolia"	"Leguminosae"	"Angiosperm"	2.0400000002935
"489"	"Alibertia edulis"	"Rubiaceae"	"Angiosperm"	2.57000000023868
"490"	"Alibertia pilosa"	"Rubiaceae"	"Angiosperm"	1.0499999998221
"492"	"Allanblackia floribunda"	"Clusiaceae"	"Angiosperm"	1.53999999934467
"498"	"Allantospermum borneense"	"Ixonanthaceae"	"Angiosperm"	1.20000000024725
"511"	"Allophylus amazonicus"	"Sapindaceae"	"Angiosperm"	1.1300000003116
"513"	"Allophylus camptostachys"	"Sapindaceae"	"Angiosperm"	1.21000000047353
"515"	"Allophylus cobbe"	"Sapindaceae"	"Angiosperm"	1.23499999990127
"516"	"Allophylus divaricatus"	"Sapindaceae"	"Angiosperm"	1.38999999980179
"522"	"Allophylus psilospermus"	"Sapindaceae"	"Angiosperm"	1.43499999969638
"523"	"Allophylus punctatus"	"Sapindaceae"	"Angiosperm"	1.56999999943446
"524"	"Allophylus racemosus"	"Sapindaceae"	"Angiosperm"	2.46000000013709
"529"	"Alniphyllum fortunei"	"Styracaceae"	"Angiosperm"	1.21000000047353
"531"	"Alnus alnobetula"	"Betulaceae"	"Angiosperm"	1.37999999976662
"535"	"Alnus glutinosa"	"Betulaceae"	"Angiosperm"	1.31500000048691
"536"	"Alnus hirsuta"	"Betulaceae"	"Angiosperm"	1.43499999969638
"537"	"Alnus incana"	"Betulaceae"	"Angiosperm"	1.80000000017619
"538"	"Alnus japonica"	"Betulaceae"	"Angiosperm"	2.19999999919861
"542"	"Alnus maximowiczii"	"Betulaceae"	"Angiosperm"	1.26000000004613
"543"	"Alnus nepalensis"	"Betulaceae"	"Angiosperm"	1.91999999992379
"547"	"Alnus rhombifolia"	"Betulaceae"	"Angiosperm"	2.029999999891
"548"	"Alnus rubra"	"Betulaceae"	"Angiosperm"	1.46000000040844
"557"	"Alphitonia whitei"	"Rhamnaceae"	"Angiosperm"	2.30000000014926
"563"	"Alphonsea monogyna"	"Annonaceae"	"Angiosperm"	0.510000000134521
"565"	"Alseis blackiana"	"Rubiaceae"	"Angiosperm"	1.75999999991189
"567"	"Alseis labatioides"	"Rubiaceae"	"Angiosperm"	1.56999999943446
"568"	"Alseis lugonis"	"Rubiaceae"	"Angiosperm"	1.5449999994597
"583"	"Alstonia boonei"	"Apocynaceae"	"Angiosperm"	2.06999999942603
"587"	"Alstonia muelleriana"	"Apocynaceae"	"Angiosperm"	1.93000000016059
"590"	"Alstonia scholaris"	"Apocynaceae"	"Angiosperm"	1.22999999952728
"591"	"Alstonia spatulata"	"Apocynaceae"	"Angiosperm"	1.1399999995367
"594"	"Altingia excelsa"	"Altingiaceae"	"Angiosperm"	0.83000000015894
"597"	"Alvaradoa amorphoides"	"Picramniaceae"	"Angiosperm"	1.59999999960682
"598"	"Alyxia stellata"	"Apocynaceae"	"Angiosperm"	1.29999999939226
"599"	"Amaioua corymbosa"	"Rubiaceae"	"Angiosperm"	1.9700000004927
"600"	"Amaioua guianensis"	"Rubiaceae"	"Angiosperm"	1.55999999959214
"601"	"Amaioua intermedia"	"Rubiaceae"	"Angiosperm"	1.73000000084824
"603"	"Amanoa guianensis"	"Phyllanthaceae"	"Angiosperm"	1.10000000021524
"605"	"Ambelania acida"	"Apocynaceae"	"Angiosperm"	1.48000000033149
"606"	"Ambelania occidentalis"	"Apocynaceae"	"Angiosperm"	2.42999999914353
"609"	"Ambrosia deltoidea"	"Compositae"	"Angiosperm"	17.7000000074378
"610"	"Ambrosia dumosa"	"Compositae"	"Angiosperm"	3.07499999920517
"612"	"Ambrosia salsola"	"Compositae"	"Angiosperm"	0.129999999938452
"614"	"Amelanchier alnifolia"	"Rosaceae"	"Angiosperm"	1.93999999985404
"615"	"Amelanchier arborea"	"Rosaceae"	"Angiosperm"	0.61999999996466
"617"	"Amelanchier laevis"	"Rosaceae"	"Angiosperm"	0.340000000126456
"623"	"Amelanchier spicata"	"Rosaceae"	"Angiosperm"	0.590000000048599
"624"	"Amelanchier utahensis"	"Rosaceae"	"Angiosperm"	2.36999999965152
"630"	"Amomyrtus luma"	"Myrtaceae"	"Angiosperm"	1.4000000005303
"633"	"Ampelocera edentula"	"Ulmaceae"	"Angiosperm"	2.029999999891
"635"	"Ampelocera longissima"	"Ulmaceae"	"Angiosperm"	1.34000000004982
"636"	"Ampelocera ruizii"	"Ulmaceae"	"Angiosperm"	1.40999999944999
"637"	"Ampelopsis cantoniensis"	"Vitaceae"	"Angiosperm"	1.37000000021915
"639"	"Amphimas pterocarpoides"	"Leguminosae"	"Angiosperm"	1.98000000058124
"640"	"Amphirrhox longifolia"	"Violaceae"	"Angiosperm"	1.55000000010671
"642"	"Amphitecna tuxtlensis"	"Bignoniaceae"	"Angiosperm"	1.2200000003109
"645"	"Amyris macrocarpa"	"Rutaceae"	"Angiosperm"	1.41499999986529
"647"	"Anacardium excelsum"	"Anacardiaceae"	"Angiosperm"	1.26999999940247
"650"	"Anacardium occidentale"	"Anacardiaceae"	"Angiosperm"	1.65999999938837
"652"	"Anacardium spruceanum"	"Anacardiaceae"	"Angiosperm"	1.93999999985404
"656"	"Anagyris foetida"	"Leguminosae"	"Angiosperm"	3.87500000075442
"657"	"Anaxagorea brevipes"	"Annonaceae"	"Angiosperm"	1.4000000005303
"660"	"Anaxagorea panamensis"	"Annonaceae"	"Angiosperm"	1.51000000026148
"661"	"Andersonia heterophylla"	"Ericaceae"	"Angiosperm"	2.42999999914353
"665"	"Andira inermis"	"Leguminosae"	"Angiosperm"	1.41499999986529
"666"	"Andira macrothyrsa"	"Leguminosae"	"Angiosperm"	1.32000000053027
"668"	"Andira multistipula"	"Leguminosae"	"Angiosperm"	1.10999999964009
"677"	"Angophora hispida"	"Myrtaceae"	"Angiosperm"	1.32000000053027
"687"	"Aniba guianensis"	"Lauraceae"	"Angiosperm"	1.5449999994597
"688"	"Aniba hostmanniana"	"Lauraceae"	"Angiosperm"	1.32000000053027
"690"	"Aniba panurensis"	"Lauraceae"	"Angiosperm"	1.72000000030038
"692"	"Aniba perutilis"	"Lauraceae"	"Angiosperm"	1.93000000016059
"694"	"Aniba riparia"	"Lauraceae"	"Angiosperm"	1.5899999996309
"696"	"Aniba taubertiana"	"Lauraceae"	"Angiosperm"	1.89999999967245
"697"	"Aniba terminalis"	"Lauraceae"	"Angiosperm"	1.29999999939226
"698"	"Aniba williamsii"	"Lauraceae"	"Angiosperm"	3.3899999986699
"708"	"Anisoptera costata"	"Dipterocarpaceae"	"Angiosperm"	1.739999999606
"716"	"Anneslea fragrans"	"Pentaphylacaceae"	"Angiosperm"	1.48000000033149
"722"	"Annona acuminata"	"Annonaceae"	"Angiosperm"	1.29999999939226
"723"	"Annona ambotay"	"Annonaceae"	"Angiosperm"	0.919999999943927
"724"	"Annona coriacea"	"Annonaceae"	"Angiosperm"	3.10999999940555
"726"	"Annona duckei"	"Annonaceae"	"Angiosperm"	1.06999999949302
"733"	"Annona purpurea"	"Annonaceae"	"Angiosperm"	1.72000000030038
"734"	"Annona reticulata"	"Annonaceae"	"Angiosperm"	2.60999999912669
"736"	"Annona spraguei"	"Annonaceae"	"Angiosperm"	1.11500000009803
"737"	"Annona squamosa"	"Annonaceae"	"Angiosperm"	1.65000000014439
"740"	"Anogeissus latifolia"	"Combretaceae"	"Angiosperm"	1.95000000082747
"741"	"Anogeissus leiocarpa"	"Combretaceae"	"Angiosperm"	1.34999999939204
"744"	"Anonidium mannii"	"Annonaceae"	"Angiosperm"	2.13999999992775
"745"	"Anopterus glandulosus"	"Escalloniaceae"	"Angiosperm"	1.0199999996979
"749"	"Anthodiscus amazonicus"	"Caryocaraceae"	"Angiosperm"	0.67999999987215
"750"	"Anthodiscus klugii"	"Caryocaraceae"	"Angiosperm"	1.5899999996309
"760"	"Antiaris toxicaria"	"Moraceae"	"Angiosperm"	2.50000000031461
"761"	"Antidesma bunius"	"Phyllanthaceae"	"Angiosperm"	1.4200000005493
"767"	"Antidesma japonicum"	"Phyllanthaceae"	"Angiosperm"	0.709999999962211
"768"	"Antidesma montanum"	"Phyllanthaceae"	"Angiosperm"	0.855000000038797
"769"	"Antidesma platyphyllum"	"Phyllanthaceae"	"Angiosperm"	1.79000000026373
"772"	"Antidesma venosum"	"Phyllanthaceae"	"Angiosperm"	1.53999999934467
"774"	"Antirrhoea trichantha"	"Rubiaceae"	"angiosperm"	1.93000000016059
"775"	"Antonia ovata"	"Loganiaceae"	"Angiosperm"	2.36999999965152
"778"	"Antrocaryon nannanii"	"Anacardiaceae"	"Angiosperm"	2.06000000040893
"780"	"Aotus ericoides"	"Leguminosae"	"Angiosperm"	2.39000000013523
"781"	"Aparisthmium cordatum"	"Euphorbiaceae"	"Angiosperm"	1.06999999949302
"783"	"Apeiba glabra"	"Malvaceae"	"Angiosperm"	1.61500000052549
"785"	"Apeiba membranacea"	"Malvaceae"	"Angiosperm"	1.46000000040844
"786"	"Apeiba petoumo"	"Malvaceae"	"Angiosperm"	1.3350000001973
"788"	"Apeiba tibourbou"	"Malvaceae"	"Angiosperm"	1.38500000049957
"790"	"Aphananthe aspera"	"Cannabaceae"	"Angiosperm"	0.67999999987215
"794"	"Aphelandra crispata"	"Acanthaceae"	"Angiosperm"	1.40999999944999
"795"	"Aphelandra sinclairiana"	"Acanthaceae"	"Angiosperm"	0.950000000368173
"798"	"Apodytes brachystylis"	"Icacinaceae"	"Angiosperm"	1.46000000040844
"799"	"Apodytes dimidiata"	"Icacinaceae"	"Angiosperm"	1.77000000073324
"800"	"Apollonias barbujana"	"Lauraceae"	"Angiosperm"	1.80000000017619
"802"	"Apoplanesia paniculata"	"Leguminosae"	"Angiosperm"	1.79500000010727
"803"	"Aporosa grandistipula"	"Phyllanthaceae"	"Angiosperm"	0.639999999762188
"804"	"Aporosa lucida"	"Phyllanthaceae"	"Angiosperm"	0.650000000060095
"805"	"Aporosa microstachya"	"Phyllanthaceae"	"Angiosperm"	0.850000000423109
"806"	"Aporosa nitida"	"Phyllanthaceae"	"Angiosperm"	1.46000000040844
"807"	"Aporosa octandra"	"Phyllanthaceae"	"Angiosperm"	1.10999999964009
"809"	"Aporosa subcaudata"	"Phyllanthaceae"	"Angiosperm"	1.00500000049141
"810"	"Aporosa symplocoides"	"Phyllanthaceae"	"Angiosperm"	1.4299999996113
"811"	"Aporosa yunnanensis"	"Phyllanthaceae"	"Angiosperm"	1.26000000004613
"815"	"Aptandra liriosmoides"	"Olacaceae"	"Angiosperm"	2.660000000549
"816"	"Aptandra tubicina"	"Olacaceae"	"Angiosperm"	2.09000000004866
"821"	"Aralia chinensis"	"Araliaceae"	"Angiosperm"	1.11999999965616
"822"	"Aralia elata"	"Araliaceae"	"Angiosperm"	0.785000000156787
"826"	"Araucaria araucana"	"Araucariaceae"	"Gymnosperm"	1.84999999983307
"827"	"Araucaria bidwillii"	"Araucariaceae"	"Gymnosperm"	2.00999999985732
"828"	"Araucaria columnaris"	"Araucariaceae"	"Gymnosperm"	4.4599999998574
"836"	"Arbutus canariensis"	"Ericaceae"	"Angiosperm"	1.77999999945889
"837"	"Arbutus menziesii"	"Ericaceae"	"Angiosperm"	1.67499999953598
"838"	"Arbutus unedo"	"Ericaceae"	"Angiosperm"	1.55999999959214
"843"	"Archidendron clypearia"	"Leguminosae"	"Angiosperm"	1.88000000029731
"844"	"Archidendron ellipticum"	"Leguminosae"	"Angiosperm"	2.82000000014094
"849"	"Archidendron lucidum"	"Leguminosae"	"Angiosperm"	2.31000000107715
"850"	"Archidendron microcarpum"	"Leguminosae"	"Angiosperm"	1.49000000006352
"860"	"Arctostaphylos glandulosa"	"Ericaceae"	"Angiosperm"	2.5200000012012
"861"	"Arctostaphylos glauca"	"Ericaceae"	"Angiosperm"	2.10000000056831
"862"	"Arctostaphylos hookeri"	"Ericaceae"	"Angiosperm"	1.60500000067092
"867"	"Arctostaphylos patula"	"Ericaceae"	"Angiosperm"	2.50000000031461
"870"	"Arctostaphylos tomentosa"	"Ericaceae"	"Angiosperm"	1.46499999931287
"872"	"Arctous alpina"	"Ericaceae"	"Angiosperm"	1.39499999961871
"873"	"Ardisia ambigua"	"Primulaceae"	"Angiosperm"	1.06999999949302
"875"	"Ardisia brevipedata"	"Primulaceae"	"Angiosperm"	0.800000000251368
"877"	"Ardisia compressa"	"Primulaceae"	"Angiosperm"	1.1399999995367
"881"	"Ardisia elliptica"	"Primulaceae"	"Angiosperm"	3.36999999877241
"882"	"Ardisia escallonioides"	"Primulaceae"	"Angiosperm"	1.90999999988819
"883"	"Ardisia fimbrillifera"	"Primulaceae"	"Angiosperm"	1.34999999939204
"885"	"Ardisia guianensis"	"Primulaceae"	"Angiosperm"	1.07999999985298
"886"	"Ardisia japonica"	"Primulaceae"	"Angiosperm"	0.659999999974699
"887"	"Ardisia macrophylla"	"Primulaceae"	"Angiosperm"	2.08000000059649
"890"	"Ardisia quinquegona"	"Primulaceae"	"Angiosperm"	1.49000000006352
"891"	"Ardisia revoluta"	"Primulaceae"	"Angiosperm"	2.00999999985732
"892"	"Ardisia sieboldii"	"Primulaceae"	"Angiosperm"	10.5399999988067
"894"	"Ardisia standleyana"	"Primulaceae"	"Angiosperm"	1.0199999996979
"896"	"Argyrodendron peralatum"	"Malvaceae"	"Angiosperm"	2.660000000549
"897"	"Argyrolobium zanonii"	"Leguminosae"	"Angiosperm"	2.34999999963324
"898"	"Argyroxiphium kauense"	"Compositae"	"Angiosperm"	3.54999999827
"901"	"Aristotelia fruticosa"	"Elaeocarpaceae"	"Angiosperm"	2.18000000043383
"902"	"Aristotelia serrata"	"Elaeocarpaceae"	"Angiosperm"	1.43499999969638
"903"	"Aronia arbutifolia"	"Rosaceae"	"Angiosperm"	0.980000000311169
"904"	"Aronia melanocarpa"	"Rosaceae"	"Angiosperm"	1.69500000028406
"913"	"Artemisia californica"	"Compositae"	"Angiosperm"	2.7199999991625
"915"	"Artemisia frigida"	"Compositae"	"Angiosperm"	1.64000000026878
"916"	"Artemisia halodendron"	"Compositae"	"Angiosperm"	1.52999999938135
"927"	"Artemisia tridentata"	"Compositae"	"Angiosperm"	2.45000000108624
"931"	"Artocarpus altilis"	"Moraceae"	"Angiosperm"	1.05999999986859
"932"	"Artocarpus anisophyllus"	"Moraceae"	"Angiosperm"	1.65000000014439
"936"	"Artocarpus heterophyllus"	"Moraceae"	"Angiosperm"	2.69999999997223
"937"	"Artocarpus integer"	"Moraceae"	"Angiosperm"	2.31500000106907
"942"	"Artocarpus nitidus"	"Moraceae"	"Angiosperm"	1.38999999980179
"943"	"Artocarpus obtusus"	"Moraceae"	"Angiosperm"	4.4599999998574
"945"	"Artocarpus styracifolius"	"Moraceae"	"Angiosperm"	2.5200000012012
"956"	"Asimina triloba"	"Annonaceae"	"Angiosperm"	0.555000000130815
"957"	"Aspidosperma album"	"Apocynaceae"	"Angiosperm"	2.36999999965152
"962"	"Aspidosperma cylindrocarpon"	"Apocynaceae"	"Angiosperm"	1.47000000030775
"965"	"Aspidosperma desmanthum"	"Apocynaceae"	"Angiosperm"	2.07500000065848
"967"	"Aspidosperma excelsum"	"Apocynaceae"	"Angiosperm"	1.80000000017619
"969"	"Aspidosperma megalocarpon"	"Apocynaceae"	"Angiosperm"	1.80000000017619
"972"	"Aspidosperma oblongum"	"Apocynaceae"	"Angiosperm"	2.39000000013523
"974"	"Aspidosperma parvifolium"	"Apocynaceae"	"Angiosperm"	2.10000000056831
"979"	"Aspidosperma rigidum"	"Apocynaceae"	"Angiosperm"	1.26000000004613
